Australian Bureau of Statistics

"2016 Census - Selected Family Characteristics"
"CDCF Count of Dependent Children in Family by POA by FINF Total Family Income (weekly)"
"Counting: Families Location on Census Night"

Filters:
"Default Summation","Families Location on Census Night"

" Couple family with: No dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"2620 crosses NSW/ACT",0,6,6,13,17,35,51,38,55,59,44,36,30,63,7,7,7,0,0,0,0,0,38,8,0,533,
"3644 crosses VIC/NSW",0,3,0,6,11,17,13,19,11,9,3,0,5,0,0,0,0,0,0,0,0,0,10,3,0,110,
"3691 crosses VIC/NSW",0,0,0,0,9,10,10,10,11,15,8,9,4,0,5,0,0,0,0,0,0,0,8,0,0,106,
"3707 crosses VIC/NSW",0,0,0,0,3,0,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
"4375 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4377 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"4380 crosses QLD/NSW",0,0,0,3,3,13,22,18,8,7,7,6,4,3,0,0,0,0,0,0,0,0,4,5,0,112,
"4383 crosses QLD/NSW",0,0,0,4,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,
"4385 crosses QLD/NSW",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,
"4825 crosses QLD/NT",0,3,5,14,25,16,27,16,24,28,22,23,9,32,4,0,0,0,0,0,0,0,11,13,0,280,
"Total",8,34,31,149,136,207,269,211,211,225,149,129,97,171,31,18,19,5,5,5,0,0,185,70,0,2375,


" One parent family with: Two dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0872 crosses NT/SA/WA",3,0,10,33,16,12,13,3,7,14,0,0,0,3,0,0,0,0,0,0,0,0,23,21,0,165,
"2406 crosses NSW/QLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"2540 crosses NSW/OT",0,10,0,15,18,33,64,66,56,39,22,18,10,10,0,0,6,0,0,0,0,0,31,9,0,409,
"2611 crosses ACT/NSW",0,3,0,9,6,10,11,11,8,19,24,17,25,44,4,7,11,5,0,0,0,0,19,3,0,233,
"2618 crosses ACT/NSW",0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,
"2620 crosses NSW/ACT",0,7,0,6,22,15,24,33,21,30,31,27,15,24,5,0,5,0,0,0,0,0,21,6,0,307,
"3644 crosses VIC/NSW",0,0,0,4,7,4,12,13,13,6,10,3,3,5,0,0,0,0,0,0,0,0,11,5,0,88,
"3691 crosses VIC/NSW",0,3,4,3,9,3,8,9,10,10,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,64,
"3707 crosses VIC/NSW",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
"4375 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4377 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"4380 crosses QLD/NSW",0,0,0,3,6,3,19,12,7,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,75,
"4383 crosses QLD/NSW",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"4385 crosses QLD/NSW",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
"4825 crosses QLD/NT",0,3,0,12,15,13,24,9,12,11,6,7,7,17,3,0,0,0,0,0,0,0,13,5,0,174,
"Total",7,28,21,89,97,102,192,167,132,137,104,86,74,106,14,9,25,6,0,0,0,0,132,42,0,1563,


" One parent family with: Three dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0872 crosses NT/SA/WA",0,0,3,25,3,10,8,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,74,
"2406 crosses NSW/QLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2540 crosses NSW/OT",0,3,0,8,5,8,31,36,22,9,7,4,4,4,0,0,0,0,0,0,0,0,12,3,0,155,
"2611 crosses ACT/NSW",0,0,0,0,3,7,5,5,3,5,4,5,9,6,0,6,0,0,0,0,0,0,4,0,0,65,
"2618 crosses ACT/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2620 crosses NSW/ACT",0,0,0,3,3,3,16,12,11,7,10,9,7,8,0,0,0,3,0,0,0,0,11,3,0,108,
"3644 crosses VIC/NSW",0,0,0,0,0,3,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,38,
"3691 crosses VIC/NSW",0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
"3707 crosses VIC/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"4375 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"4377 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4380 crosses QLD/NSW",0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,
"4383 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4385 crosses QLD/NSW",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"4825 crosses QLD/NT",0,0,0,3,6,8,11,8,4,12,6,5,0,4,0,0,4,0,0,0,0,0,0,5,0,75,
"Total",0,9,5,37,28,47,84,90,58,33,39,31,14,22,0,3,7,6,0,0,0,0,42,19,0,568,


" One parent family with: Four dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0872 crosses NT/SA/WA",0,0,0,0,0,4,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,27,
"2406 crosses NSW/QLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"2540 crosses NSW/OT",0,0,0,4,3,12,3,13,10,7,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,54,
"2611 crosses ACT/NSW",0,0,0,0,0,0,5,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,
"2618 crosses ACT/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2620 crosses NSW/ACT",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,
"3644 crosses VIC/NSW",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
"3691 crosses VIC/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"3707 crosses VIC/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4375 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4377 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4380 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4383 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4385 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4825 crosses QLD/NT",0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,35,
"Total",0,0,0,12,8,24,11,35,14,11,9,6,3,8,0,0,0,0,0,0,0,0,16,9,0,184,


" One parent family with: Five dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0872 crosses NT/SA/WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
"2406 crosses NSW/QLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2540 crosses NSW/OT",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,14,
"2611 crosses ACT/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"2618 crosses ACT/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2620 crosses NSW/ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3644 crosses VIC/NSW",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"3691 crosses VIC/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"3707 crosses VIC/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4375 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4377 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4380 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"4383 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4385 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4825 crosses QLD/NT",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
"Total",0,0,0,3,3,5,0,7,10,4,6,4,4,0,0,0,0,0,0,0,0,0,13,5,0,44,


" One parent family with: Six or more dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0872 crosses NT/SA/WA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"2406 crosses NSW/QLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2540 crosses NSW/OT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"2611 crosses ACT/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"2618 crosses ACT/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"2620 crosses NSW/ACT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3644 crosses VIC/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3691 crosses VIC/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3707 crosses VIC/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4375 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4377 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4380 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4383 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4385 crosses QLD/NSW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"4825 crosses QLD/NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,
"Total",0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,21,


" Not applicable"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0872 crosses NT/SA/WA",0,10,27,46,9,182,51,87,71,37,44,23,40,78,50,33,12,9,9,3,0,0,59,59,2682,3632,
"2406 crosses NSW/QLD",0,0,0,5,0,9,0,5,9,8,14,8,4,7,3,5,0,0,3,0,0,0,3,3,184,266,
"2540 crosses NSW/OT",23,76,57,48,33,387,198,1284,618,680,585,311,280,424,240,133,63,31,40,29,34,0,416,155,6950,13103,
"2611 crosses ACT/NSW",4,14,7,13,0,37,27,159,161,218,229,158,153,406,359,275,197,98,115,92,69,0,197,26,3910,6918,
"2618 crosses ACT/NSW",0,0,0,0,0,6,6,9,6,19,10,11,8,19,13,6,9,0,6,3,9,0,12,3,138,295,
"2620 crosses NSW/ACT",3,28,15,24,15,96,57,287,201,308,290,239,276,572,389,272,198,83,113,77,66,0,249,62,6616,10537,
"3644 crosses VIC/NSW",3,10,14,14,3,65,32,239,98,116,104,50,69,100,55,19,11,6,9,5,4,0,75,40,1612,2742,
"3691 crosses VIC/NSW",6,3,4,4,3,38,17,104,79,107,110,63,79,141,102,54,19,5,15,7,13,0,79,17,909,1980,
"3707 crosses VIC/NSW",8,0,5,0,0,20,10,45,28,27,19,7,12,23,9,5,0,0,0,0,0,0,15,6,377,616,
"4375 crosses QLD/NSW",0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,41,72,
"4377 crosses QLD/NSW",0,0,3,3,0,11,5,17,3,10,11,3,9,0,0,0,0,0,0,0,0,0,7,0,72,153,
"4380 crosses QLD/NSW",5,0,14,8,8,60,30,222,124,130,124,57,50,85,28,12,7,0,6,3,0,0,61,31,1424,2489,
"4383 crosses QLD/NSW",0,0,0,0,3,5,3,32,6,12,9,5,0,4,0,0,0,0,0,0,0,0,3,0,137,215,
"4385 crosses QLD/NSW",0,6,4,4,0,12,5,46,17,20,25,6,14,9,3,6,4,0,0,0,0,0,7,10,268,457,
"4825 crosses QLD/NT",3,10,13,7,4,41,20,70,56,69,90,67,92,239,223,184,125,50,72,43,18,0,123,29,3426,5085,
"Total",51,165,153,159,86,957,463,2615,1488,1764,1670,1004,1092,2105,1493,994,636,278,403,260,222,3,1310,443,28739,48559,


" Total"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"POA",
"0872 crosses NT/SA/WA",3,13,94,253,62,472,198,269,292,213,165,98,72,139,78,55,23,16,9,3,6,0,300,215,2682,5718,
"2406 crosses NSW/QLD",0,0,0,5,4,5,4,15,16,14,17,15,9,21,12,8,3,0,3,6,0,0,22,5,184,369,
"2540 crosses NSW/OT",27,113,67,119,104,568,450,1692,1077,1251,1135,774,701,1100,657,376,202,105,112,88,60,8,1204,260,6950,19217,
"2611 crosses ACT/NSW",3,30,18,32,27,83,102,250,262,356,402,388,394,943,841,739,592,371,413,332,251,17,643,56,3910,11448,
"2618 crosses ACT/NSW",0,0,0,5,0,6,3,9,13,22,21,24,23,41,48,21,26,12,24,25,20,5,49,3,138,532,
"2620 crosses NSW/ACT",13,55,29,61,73,182,202,460,439,616,642,562,662,1325,1047,812,594,322,369,275,205,30,903,125,6616,16616,
"3644 crosses VIC/NSW",7,12,13,23,23,99,90,317,173,209,220,142,171,241,128,56,31,24,18,11,17,0,244,68,1612,3956,
"3691 crosses VIC/NSW",6,12,9,16,20,54,49,154,135,207,224,184,196,363,270,153,78,25,43,26,19,3,262,27,909,3461,
"3707 crosses VIC/NSW",8,0,5,3,4,28,18,60,48,58,48,23,23,32,18,16,8,0,3,3,0,0,37,8,377,822,
"4375 crosses QLD/NSW",0,0,0,0,0,6,0,7,9,8,6,5,5,4,4,0,0,0,0,0,0,0,5,5,41,103,
"4377 crosses QLD/NSW",0,0,3,3,0,11,9,16,10,20,16,7,17,5,3,3,3,0,0,0,0,0,12,3,72,224,
"4380 crosses QLD/NSW",5,8,17,24,16,98,96,284,220,243,245,125,141,186,85,35,22,15,11,3,9,0,179,51,1424,3521,
"4383 crosses QLD/NSW",0,0,0,5,3,5,12,39,7,23,24,4,0,5,0,0,0,0,0,0,0,0,10,0,137,293,
"4385 crosses QLD/NSW",5,6,5,6,4,24,12,53,26,33,40,18,24,20,11,0,3,3,0,3,0,0,27,10,268,603,
"4825 crosses QLD/NT",4,27,25,52,53,115,102,174,151,189,227,208,247,639,546,440,293,145,180,136,63,4,423,89,3426,7964,
"Total",79,283,295,597,390,1749,1349,3799,2875,3456,3428,2580,2694,5065,3741,2712,1870,1047,1195,907,651,76,4333,931,28739,74845,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
