Australian Bureau of Statistics

"2016 Census - Selected Family Characteristics"
"CDCF Count of Dependent Children in Family by LGA by FINF Total Family Income (weekly)"
"Counting: Families Location on Census Night"

Filters:
"Default Summation","Families Location on Census Night"

" Couple family with: No dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"MacDonnell (R)",0,0,7,6,0,17,6,8,10,4,6,5,3,5,0,5,0,0,0,0,0,0,14,5,0,87,
"Palmerston (C)",0,0,0,3,0,4,8,17,28,25,22,34,27,55,27,11,12,5,3,3,0,0,42,11,0,340,
"Roper Gulf (R)",0,0,4,5,5,5,11,8,7,5,7,0,0,0,0,0,0,0,0,0,0,0,13,3,0,75,
"Tiwi Islands (R)",0,0,3,5,3,4,5,8,8,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,
"Victoria Daly (R)",0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
"Wagait (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"West Arnhem (R)",0,0,0,0,5,9,12,4,13,7,4,0,0,4,0,3,0,0,0,0,0,0,11,4,0,70,
"West Daly (R)",0,0,0,0,0,5,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,
"Unincorporated NT",0,0,0,0,0,0,0,5,0,0,0,3,0,4,4,8,0,0,0,0,0,0,11,4,0,44,
"Migratory - Offshore - Shipping (NT)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,10,27,57,25,111,94,164,184,185,176,152,129,281,180,84,42,26,29,25,10,3,318,116,0,2417,


" One parent family with: One dependent child"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"LGA",
"Alice Springs (T)",3,3,5,12,9,14,15,28,37,49,29,26,19,38,8,3,11,0,0,0,0,0,30,14,0,347,
"Barkly (R)",0,0,7,23,9,12,7,4,14,5,3,4,3,0,0,0,0,0,0,0,0,0,7,6,0,107,
"Belyuen (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"Central Desert (R)",0,0,0,15,3,11,6,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,60,
"Coomalie (S)",0,0,0,0,0,0,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
"Darwin (C)",0,13,15,26,40,51,64,65,76,104,77,68,65,98,28,24,21,4,3,5,4,0,74,23,0,945,
"East Arnhem (R)",0,4,18,73,8,12,16,12,9,14,3,3,8,0,0,0,0,0,0,0,0,0,14,57,0,246,
"Katherine (T)",0,0,0,7,13,4,4,9,6,16,12,10,5,5,0,0,0,0,0,0,0,0,8,5,0,108,
"Litchfield (M)",0,3,0,9,8,13,11,15,25,32,21,17,16,15,4,3,3,0,0,0,0,0,20,4,0,221,
"MacDonnell (R)",0,0,8,37,11,4,6,7,3,3,6,4,0,0,0,0,0,0,0,0,0,0,5,9,0,108,
"Palmerston (C)",0,16,7,17,25,31,33,42,46,52,47,39,31,48,20,8,10,0,0,0,0,0,20,11,0,500,
"Roper Gulf (R)",0,0,9,33,15,11,8,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,13,9,0,111,
"Tiwi Islands (R)",0,0,8,8,8,4,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,
"Victoria Daly (R)",0,5,8,12,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,47,
"Wagait (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,
"West Arnhem (R)",0,0,8,40,7,14,0,8,3,4,10,7,3,0,0,0,0,0,0,0,0,0,8,6,0,120,
"West Daly (R)",0,0,6,18,7,8,8,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,
"Unincorporated NT",0,0,0,0,4,0,4,5,0,8,0,9,11,6,0,0,0,0,0,0,0,0,3,7,0,56,
"Migratory - Offshore - Shipping (NT)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",5,63,92,331,160,191,203,216,236,299,224,183,158,218,55,45,47,9,6,5,4,0,217,151,0,3121,


" One parent family with: Two dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"LGA",
"Alice Springs (T)",0,0,4,5,11,15,16,14,18,27,21,22,13,15,6,0,4,0,0,0,4,0,9,7,0,213,
"Barkly (R)",0,0,3,11,3,12,4,6,7,6,0,3,0,0,0,0,0,0,0,0,0,0,6,7,0,68,
"Belyuen (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"Central Desert (R)",0,0,0,13,5,3,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,41,
"Coomalie (S)",0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
"Darwin (C)",0,7,5,13,28,29,42,30,33,53,48,44,32,37,9,3,12,3,0,3,0,0,45,17,0,502,
"East Arnhem (R)",0,0,0,34,4,9,3,6,5,6,8,6,0,0,0,0,0,0,0,0,0,0,10,33,0,139,
"Katherine (T)",0,0,0,4,5,4,0,6,7,5,7,4,8,0,4,0,0,0,0,0,0,0,10,11,0,79,
"Litchfield (M)",0,0,0,4,0,10,11,14,11,20,14,3,8,12,0,0,3,0,0,0,0,0,11,0,0,128,
"MacDonnell (R)",3,0,3,11,10,7,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,66,
"Palmerston (C)",0,9,4,5,15,23,39,26,40,41,43,20,25,27,0,0,6,0,0,0,0,0,20,15,0,362,
"Roper Gulf (R)",0,0,3,27,5,3,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,0,71,
"Tiwi Islands (R)",0,0,3,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,24,
"Victoria Daly (R)",0,5,0,5,0,4,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,
"Wagait (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
"West Arnhem (R)",0,0,0,5,5,9,4,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,53,
"West Daly (R)",0,0,6,12,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,
"Unincorporated NT",0,0,0,0,0,6,7,0,4,5,4,3,0,0,0,0,0,0,0,0,0,0,4,9,0,37,
"Migratory - Offshore - Shipping (NT)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",7,22,52,153,89,131,159,129,141,179,152,111,90,106,22,9,28,9,3,3,4,0,157,111,0,1875,


" One parent family with: Three dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"LGA",
"Alice Springs (T)",0,3,0,3,4,4,15,7,14,8,8,9,0,7,0,0,0,0,0,0,0,0,3,8,0,98,
"Barkly (R)",0,0,0,11,6,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,40,
"Belyuen (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Central Desert (R)",0,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,
"Coomalie (S)",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
"Darwin (C)",0,0,0,0,4,4,23,14,7,18,9,13,10,11,5,0,3,0,0,0,0,0,12,10,0,168,
"East Arnhem (R)",0,0,0,8,4,3,0,3,5,0,0,3,0,6,0,0,0,0,0,0,0,0,7,15,0,59,
"Katherine (T)",0,0,0,5,0,0,3,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,29,
"Litchfield (M)",0,0,0,0,0,0,0,6,4,0,0,4,3,4,0,0,0,0,0,0,0,0,5,3,0,40,
"MacDonnell (R)",0,0,4,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,
"Palmerston (C)",0,0,4,3,11,13,15,14,13,13,10,10,4,9,5,0,0,0,0,0,0,0,10,5,0,135,
"Roper Gulf (R)",0,0,0,7,12,8,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
"Tiwi Islands (R)",0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
"Victoria Daly (R)",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,
"Wagait (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"West Arnhem (R)",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,
"West Daly (R)",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,
"Unincorporated NT",0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,13,
"Migratory - Offshore - Shipping (NT)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",3,11,17,67,47,51,83,59,55,45,44,50,29,33,8,0,4,0,0,0,0,0,72,46,0,728,


" One parent family with: Four dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"LGA",
"Alice Springs (T)",0,0,0,3,0,0,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,29,
"Barkly (R)",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,
"Belyuen (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Central Desert (R)",0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"Coomalie (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,
"Darwin (C)",0,0,0,0,0,5,12,9,6,0,5,0,0,3,0,0,0,0,0,0,0,0,6,3,0,60,
"East Arnhem (R)",0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,
"Katherine (T)",0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,18,
"Litchfield (M)",0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,
"MacDonnell (R)",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"Palmerston (C)",0,0,0,0,5,3,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,0,36,
"Roper Gulf (R)",0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,
"Tiwi Islands (R)",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,
"Victoria Daly (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"Wagait (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"West Arnhem (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"West Daly (R)",0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"Unincorporated NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"Migratory - Offshore - Shipping (NT)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,6,0,14,9,21,28,27,22,25,14,10,0,9,8,0,3,0,0,0,0,0,41,21,0,267,


" One parent family with: Five dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"LGA",
"Alice Springs (T)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,
"Barkly (R)",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
"Belyuen (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Central Desert (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Coomalie (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Darwin (C)",0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,
"East Arnhem (R)",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,
"Katherine (T)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"Litchfield (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"MacDonnell (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Palmerston (C)",0,0,0,0,0,3,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,
"Roper Gulf (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,
"Tiwi Islands (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Victoria Daly (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"Wagait (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"West Arnhem (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"West Daly (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"Unincorporated NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Migratory - Offshore - Shipping (NT)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,0,4,9,5,3,6,9,17,4,3,4,3,0,3,0,0,0,0,0,0,0,18,7,0,91,


" One parent family with: Six or more dependent children"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"LGA",
"Alice Springs (T)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"Barkly (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"Belyuen (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Central Desert (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Coomalie (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Darwin (C)",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,
"East Arnhem (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,12,
"Katherine (T)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"Litchfield (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"MacDonnell (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"Palmerston (C)",0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"Roper Gulf (R)",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
"Tiwi Islands (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Victoria Daly (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Wagait (S)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"West Arnhem (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,
"West Daly (R)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Unincorporated NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Migratory - Offshore - Shipping (NT)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,0,0,0,0,3,3,4,7,5,4,3,0,3,0,0,0,0,0,0,0,0,12,7,0,61,


" Not applicable"
"FINF Total Family Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)","Partial income stated","All incomes not stated","Not applicable","Total",
"LGA",
"Alice Springs (T)",0,20,7,11,5,47,36,69,72,90,119,100,165,373,290,174,109,70,47,48,31,0,271,37,5049,7234,
"Barkly (R)",0,3,16,8,0,57,8,32,35,25,25,14,29,43,36,19,11,0,8,10,5,0,32,12,1268,1695,
"Belyuen (S)",0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,
"Central Desert (R)",0,4,3,10,0,52,11,26,20,8,14,7,13,18,6,8,5,0,8,0,0,0,8,10,381,613,
"Coomalie (S)",0,0,0,0,0,7,4,11,16,8,13,8,10,12,9,9,0,0,0,0,0,0,12,7,517,649,
"Darwin (C)",13,67,25,25,12,132,80,281,254,397,432,383,470,1178,943,698,513,226,294,321,215,3,727,97,14507,22310,
"East Arnhem (R)",0,0,15,12,4,68,22,31,31,14,13,6,9,17,24,16,3,0,0,5,0,0,19,96,436,833,
"Katherine (T)",0,3,8,4,0,28,16,35,35,36,39,33,44,117,92,61,24,17,19,13,11,0,90,21,2168,2911,
"Litchfield (M)",5,27,7,15,0,61,20,80,93,107,133,97,114,295,241,191,110,42,86,60,52,0,184,49,3714,5790,
"MacDonnell (R)",0,0,26,26,3,51,28,38,22,18,13,7,10,14,13,8,7,3,0,0,6,0,23,24,946,1278,
"Palmerston (C)",3,15,3,9,11,46,21,108,69,145,147,148,176,498,388,275,192,62,109,89,57,0,283,38,4416,7306,
"Roper Gulf (R)",0,5,35,19,5,53,19,37,35,29,18,12,13,22,19,6,7,3,3,0,0,0,23,20,1351,1730,
"Tiwi Islands (R)",5,3,16,16,0,24,21,17,9,17,7,0,5,9,7,5,4,0,6,3,0,0,6,3,175,366,
"Victoria Daly (R)",3,9,13,6,0,25,7,7,11,6,6,0,10,16,24,8,0,0,4,0,0,0,4,17,649,826,
"Wagait (S)",0,0,0,0,0,8,0,3,4,10,0,0,7,12,4,8,0,5,0,6,5,0,11,5,83,163,
"West Arnhem (R)",0,5,23,21,3,53,23,22,16,26,9,14,6,27,29,22,4,0,5,0,4,0,34,31,880,1271,
"West Daly (R)",0,0,7,7,0,27,8,0,6,4,0,0,6,8,8,4,0,0,0,0,0,0,12,3,197,304,
"Unincorporated NT",0,4,0,3,0,22,6,20,16,23,40,23,32,107,73,51,37,15,24,25,12,0,58,20,2042,2645,
"Migratory - Offshore - Shipping (NT)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,
"Total",27,168,207,191,60,754,331,834,761,969,1034,860,1119,2765,2193,1548,1033,450,615,577,386,6,1789,486,38835,57985,

"Data Source: Census of Population and Housing, 2016, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
